bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,price,age_on_sale,renovated,high_value
3,1.75,1640,11730,1.0,0,0,5,7,1640,0,98034,397000,47,0,0
2,1.0,850,5000,1.0,0,0,3,6,850,0,98198,180500,39,0,0
3,2.75,2150,6576,1.0,0,0,4,7,1900,250,98155,310000,89,0,0
4,2.5,2780,3969,2.0,0,0,3,7,2780,0,98042,315000,10,0,0
3,1.0,1030,4958,1.0,0,0,5,7,1030,0,98105,718000,62,0,1
3,1.75,1930,7267,1.0,0,0,4,7,1330,600,98002,279950,37,0,0
3,2.5,2080,9612,1.0,0,3,4,8,1700,380,98125,689000,74,0,1
4,2.5,3520,9901,2.0,0,0,3,10,3520,0,98074,828000,16,0,1
2,1.0,890,8100,1.0,0,0,3,6,890,0,98146,150000,72,0,0
3,1.75,1640,3400,1.0,0,0,4,7,930,710,98105,505400,89,0,0
5,3.25,4860,23723,2.0,0,2,4,11,3820,1040,98040,1680000,25,0,1
3,1.0,1040,5000,1.0,0,0,3,7,1040,0,98146,217450,55,0,0
4,2.5,2820,4174,2.0,0,0,3,9,2820,0,98034,677000,10,0,1
2,2.5,1320,48787,1.0,0,0,3,8,1320,0,98027,361000,11,0,0
3,2.5,2590,7237,2.0,0,0,3,8,2590,0,98125,620000,10,0,0
3,2.25,1540,5449,1.0,0,0,2,7,1180,360,98023,176000,25,0,0
3,1.0,960,7218,1.0,0,0,4,7,960,0,98034,330000,46,0,0
3,2.5,1190,8175,1.0,0,0,3,7,1190,0,98055,290000,28,0,0
4,2.5,2770,9532,2.0,0,0,4,9,2770,0,98029,711000,26,0,1
3,1.75,1060,8100,2.0,0,0,4,7,1060,0,98038,295000,32,0,0
5,3.25,4010,12110,2.0,0,0,3,11,4010,0,98059,1100000,11,0,1
3,2.0,1140,7078,1.0,0,0,4,7,1140,0,98031,257500,23,0,0
4,1.0,1910,16320,1.5,0,0,3,6,1910,0,98106,240000,80,0,0
4,2.5,2340,8955,2.0,0,0,3,9,2340,0,98074,645000,24,0,0
2,1.75,1170,2400,1.0,0,0,4,7,740,430,98103,499000,111,0,0
3,1.0,1290,9526,1.5,0,0,3,7,1290,0,98034,321000,53,0,0
3,2.5,1810,1658,3.0,0,0,3,8,1810,0,98117,449000,16,0,0
3,2.5,1820,5280,1.0,0,0,4,7,910,910,98117,515000,66,0,0
4,1.5,2220,12385,1.0,0,0,3,8,1270,950,98033,456000,36,0,0
3,3.75,3830,219106,2.0,0,0,3,9,3830,0,98027,865000,37,1,1
4,2.5,2920,7700,2.0,0,0,3,9,2920,0,98019,515500,11,0,0
4,2.5,2630,6100,2.0,0,0,3,8,2630,0,98072,576925,10,0,0
3,1.75,1320,10416,1.0,0,0,3,7,1320,0,98031,243000,19,0,0
3,2.0,1400,8640,1.0,0,0,5,7,1400,0,98003,253400,46,0,0
3,2.5,1600,3580,2.0,0,0,3,7,1600,0,98178,292000,15,0,0
3,2.5,1490,8005,1.0,0,0,3,7,1090,400,98058,271500,38,0,0
2,2.5,2170,6750,1.0,0,0,3,8,2170,0,98053,765000,2,0,1
3,3.25,1280,1730,2.0,0,0,3,8,1090,190,98177,375000,10,0,0
3,2.0,1620,9566,1.0,0,0,4,7,1620,0,98059,382880,47,0,0
3,2.5,2630,10100,1.0,0,0,4,9,1580,1050,98006,852500,47,0,1
3,1.5,1240,8738,1.0,0,0,3,7,1240,0,98005,475000,55,0,0
3,1.75,1300,2580,1.0,0,0,5,7,820,480,98115,462000,95,0,0
3,1.75,2430,14607,1.0,0,1,3,8,1230,1200,98040,762400,65,1,1
4,1.5,1890,7540,1.0,0,0,4,7,1890,0,98155,330000,48,0,0
3,2.25,1890,12236,1.0,0,0,3,8,1890,0,98074,473000,36,0,0
3,1.5,2440,7200,1.0,0,0,3,7,2440,0,98118,550000,65,0,0
3,2.25,1780,7280,1.0,0,2,3,7,1340,440,98034,449500,42,0,0
4,2.75,2830,13059,2.0,0,0,3,10,2830,0,98075,744000,16,0,1
4,2.0,2490,4700,1.0,0,0,4,7,1690,800,98136,700000,63,0,1
4,2.5,1560,12220,1.5,0,0,4,7,1560,0,98027,511100,49,0,0
3,2.5,1980,4500,2.0,0,0,3,7,1980,0,98042,317950,2,0,0
3,2.5,2070,39768,2.0,0,0,3,8,2070,0,98077,542950,26,0,0
3,1.75,1490,11360,1.0,0,0,3,8,1490,0,98008,490000,39,0,0
4,3.5,3090,4060,2.0,0,0,3,8,2420,670,98144,760000,23,0,1
3,2.25,1580,8659,1.0,0,0,4,7,1220,360,98011,475000,54,0,0
5,4.5,5190,23716,2.0,0,2,3,11,3390,1800,98040,1700000,27,1,1
3,2.75,2692,6197,2.0,0,0,3,9,2692,0,98030,435000,8,0,0
3,2.5,1740,3690,2.0,0,0,3,8,1740,0,98065,399000,14,0,0
3,2.0,1940,3800,1.0,0,0,4,7,1050,890,98115,627000,87,0,0
4,2.5,2150,5100,1.5,0,0,3,7,1290,860,98106,346500,23,0,0
3,1.5,1320,8000,1.0,0,0,3,7,1320,0,98008,412000,58,0,0
4,2.5,3360,40471,2.0,0,0,4,10,3360,0,98077,845000,21,0,1
3,1.75,1850,9655,1.0,0,0,3,7,1100,750,98155,373000,55,0,0
4,2.25,2880,8882,2.0,0,0,4,8,2480,400,98115,725000,49,0,1
6,2.5,2420,11662,1.0,0,2,4,7,1420,1000,98188,376000,49,0,0
3,1.0,2020,4120,1.5,0,0,4,7,1520,500,98118,552500,85,0,0
5,2.0,2280,19000,1.5,0,0,3,6,2280,0,98166,365000,90,0,0
4,2.5,3010,46173,2.0,0,0,3,9,3010,0,98053,700000,18,0,1
4,2.25,2550,9736,1.0,0,0,4,8,2550,0,98002,315000,48,0,0
4,2.0,1540,5110,1.0,0,0,3,7,1540,0,98118,262500,58,0,0
3,2.25,2280,6150,2.0,0,2,3,8,2280,0,98136,660000,30,0,1
4,2.5,2450,6941,2.0,0,0,3,7,2450,0,98042,340000,9,0,0
5,2.5,2950,5500,1.5,0,0,5,7,1720,1230,98144,660500,96,0,1
1,1.0,690,1950,1.0,0,0,3,6,690,0,98117,280000,86,0,0
1,1.0,800,2480,1.0,0,0,4,6,800,0,98108,267000,95,0,0
2,1.0,1470,25661,1.5,0,0,3,4,1470,0,98059,230000,82,0,0
3,2.25,1840,11403,2.0,0,0,3,8,1840,0,98045,417000,21,0,0
3,1.0,1170,9730,1.0,0,0,3,7,1170,0,98055,252000,46,1,0
5,1.75,2344,4800,1.5,0,0,4,7,1544,800,98103,791000,94,0,1
1,1.0,1230,3774,1.0,0,0,4,6,830,400,98103,415000,90,0,0
3,1.75,1150,13278,1.0,0,0,5,7,1150,0,98053,339000,48,0,0
3,1.0,1140,10477,1.0,0,0,3,6,1140,0,98168,158000,73,0,0
3,1.0,1660,5100,1.0,0,0,3,7,1260,400,98136,535000,57,0,0
3,1.0,1080,4120,1.0,0,0,3,7,980,100,98115,818900,96,0,1
4,2.0,1720,4000,1.0,0,0,3,7,1420,300,98105,550000,65,0,0
2,1.0,590,8717,1.0,0,0,3,6,590,0,98133,240000,62,0,0
3,3.25,1290,1230,2.0,0,2,3,9,1090,200,98119,590000,6,0,0
3,1.5,1480,21320,1.0,0,0,4,7,1480,0,98027,369300,48,0,0
4,2.5,2600,118666,1.0,0,0,3,7,1400,1200,98027,510000,34,0,0
3,2.5,2040,10086,2.0,0,0,3,8,2040,0,98052,542500,27,0,0
3,1.0,970,7854,1.0,0,0,4,7,970,0,98056,262500,35,0,0
6,3.0,2620,4350,1.0,0,0,3,7,1760,860,98117,900000,58,0,1
4,3.5,4560,41636,2.0,0,0,3,9,4170,390,98006,1100000,19,0,1
3,1.75,1750,14400,1.0,0,0,4,7,1750,0,98166,368000,63,0,0
4,3.5,3620,6499,2.5,0,0,3,9,3620,0,98177,825000,11,1,1
3,2.0,1660,7509,1.0,0,0,3,7,1660,0,98059,343500,13,0,0
4,1.0,1360,6000,1.0,0,0,4,6,1020,340,98168,273500,70,0,0
3,2.5,2044,5610,2.0,0,0,4,9,2044,0,98033,1000000,19,0,1
5,3.0,2370,6000,1.5,0,2,3,8,1340,1030,98107,770000,88,1,1
3,2.0,1170,3868,1.5,0,0,4,7,1170,0,98118,400000,90,0,0
3,1.0,1660,7210,1.0,0,0,3,7,1100,560,98001,225000,51,0,0
4,1.0,2020,18150,1.0,0,0,4,7,2020,0,98028,345000,60,0,0
3,2.5,2530,8116,2.0,0,0,3,8,2530,0,98011,450000,13,0,0
2,1.0,870,5635,1.0,0,0,3,7,870,0,98116,334850,66,0,0
5,3.0,3670,9600,1.0,0,1,3,8,1980,1690,98108,605000,60,0,0
5,3.5,3180,14000,2.0,0,0,5,10,3180,0,98006,760000,17,0,1
2,1.5,1870,12960,1.5,0,0,4,6,1350,520,98118,390000,88,0,0
3,2.5,1940,5660,2.0,0,0,3,8,1940,0,98072,488000,13,0,0
3,3.25,4220,41300,1.0,1,4,4,11,2460,1760,98008,3300000,56,1,1
5,4.5,4820,13165,2.0,0,0,4,11,3950,870,98077,1060000,25,0,1
3,2.0,2400,217800,2.0,0,0,3,8,1590,810,98038,608000,40,0,0
3,2.25,2930,6000,2.0,0,2,3,11,1920,1010,98112,1390000,14,0,1
2,1.0,800,3000,1.0,0,0,3,6,800,0,98118,299950,110,0,0
3,3.25,2200,4800,2.0,0,2,3,7,1910,290,98103,818000,72,1,1
3,2.5,2400,9701,1.0,0,0,3,9,2400,0,98023,355000,24,0,0
5,3.25,5570,9600,2.0,0,0,5,9,3860,1710,98105,1860000,62,0,1
3,3.25,1980,2850,3.0,0,0,3,7,1980,0,98103,660000,27,0,1
3,2.25,3530,17450,1.0,1,3,3,9,1840,1690,98040,2370000,84,1,1
4,2.5,3430,35120,2.0,0,0,3,10,3430,0,98033,1210000,31,0,1
3,2.5,1720,3676,2.0,0,0,3,7,1720,0,98031,255950,22,0,0
3,1.5,1930,11092,1.0,0,0,3,7,1500,430,98074,475000,31,0,0
4,1.75,2140,159865,1.0,0,0,4,7,1140,1000,98031,362950,54,0,0
3,1.75,1110,9012,1.0,0,0,4,7,1110,0,98052,452000,48,0,0
3,1.75,1970,8200,1.0,0,0,3,7,1270,700,98168,315000,50,0,0
3,2.5,1630,2844,2.0,0,0,3,7,1630,0,98118,330950,12,0,0
5,2.25,2520,49222,2.0,0,0,4,8,2520,0,98027,535000,36,0,0
4,2.25,2270,9464,1.5,0,0,4,7,1520,750,98146,479000,75,0,0
3,2.5,1212,1174,3.0,0,0,3,7,1212,0,98125,340000,10,0,0
4,2.0,1890,8362,1.0,0,0,3,7,1890,0,98188,312000,48,0,0
3,2.25,1370,6600,2.0,0,0,4,7,1370,0,98038,305000,22,0,0
3,2.5,1770,7336,2.0,0,0,3,7,1770,0,98030,270000,18,0,0
3,2.5,1710,1664,2.0,0,0,5,8,1300,410,98199,529999,11,0,0
2,1.0,1190,6967,1.0,0,0,3,7,1190,0,98040,587100,68,0,0
3,2.0,1690,16061,1.0,0,0,3,7,1690,0,98074,459800,30,0,0
4,1.75,1680,7800,1.0,0,0,3,7,1330,350,98008,451000,48,0,0
3,3.25,4340,4947,2.0,0,3,3,11,3060,1280,98107,2480000,21,0,1
3,2.25,2040,435600,2.0,0,2,4,7,2040,0,98022,525000,31,0,0
2,1.0,1110,26051,1.0,0,0,3,6,1110,0,98168,250000,63,0,0
5,2.0,2040,6180,2.0,0,0,4,7,2040,0,98118,475000,106,0,0
4,1.5,1920,11595,1.0,0,0,4,7,1920,0,98002,235000,53,0,0
3,1.5,1330,9548,1.0,0,0,5,7,1330,0,98042,230000,47,0,0
4,1.0,1630,2566,1.5,0,0,3,7,1630,0,98122,581000,93,0,0
3,1.0,1520,9030,1.0,0,0,3,7,1520,0,98007,415000,58,0,0
3,1.0,1520,9030,1.0,0,0,3,7,1520,0,98007,522500,58,0,0
3,1.5,1340,7725,1.0,0,0,4,8,1340,0,98056,383000,48,0,0
3,1.75,2500,8289,1.0,0,0,4,7,1250,1250,98056,315000,56,0,0
3,2.0,1460,3600,2.0,0,0,3,7,1460,0,98122,591000,112,0,0
4,2.25,3140,12150,2.0,0,0,3,9,3140,0,98074,750000,35,0,1
3,1.75,2150,4333,1.0,0,0,3,7,1200,950,98136,430000,58,0,0
4,2.5,3140,32336,1.5,0,0,3,10,3140,0,98072,712000,20,0,1
3,2.5,2310,53578,1.0,0,0,4,8,1340,970,98072,510000,34,0,0
2,1.0,710,4800,1.0,0,0,2,6,710,0,98112,480000,65,0,0
3,1.0,1460,7200,1.0,0,0,3,7,1260,200,98103,538000,108,0,0
2,2.75,730,5000,1.0,0,0,3,7,730,0,98126,464000,85,0,0
3,2.5,1440,3840,2.0,0,0,3,7,1440,0,98053,476000,14,0,0
3,2.0,1130,16875,1.0,0,0,4,7,1130,0,98155,349500,68,0,0
3,2.25,1810,8262,2.0,0,0,4,8,1810,0,98023,270000,34,0,0
3,2.5,2710,18480,2.0,0,2,3,10,2000,710,98034,740000,36,0,1
4,2.5,2740,8336,2.0,0,0,4,9,2740,0,98031,395000,24,0,0
3,2.5,1690,4088,2.0,0,0,3,7,1690,0,98053,498000,11,0,0
3,2.5,1470,4675,2.0,0,0,3,7,1470,0,98065,339900,16,0,0
3,2.5,2830,9972,2.0,0,0,3,9,2830,0,98019,539000,8,0,0
3,1.0,1410,9704,1.0,0,0,3,8,1140,270,98074,400000,32,0,0
3,2.5,2170,11745,1.0,0,0,4,7,1410,760,98058,225000,48,0,0
3,2.25,1340,4080,1.5,0,0,3,6,1170,170,98144,330000,107,0,0
3,3.0,2480,5500,2.0,0,3,3,10,1730,750,98199,1390000,64,1,1
3,2.75,1990,31200,1.0,0,0,3,8,1990,0,98029,490000,29,0,0
4,2.75,2240,7200,1.0,0,0,3,7,1140,1100,98001,260000,47,0,0
4,2.5,2990,8913,2.0,0,0,4,9,2990,0,98058,469900,23,0,0
6,1.75,2120,3801,1.5,0,0,4,7,1220,900,98115,493000,89,0,0
4,2.25,2920,46355,2.0,0,0,4,9,2920,0,98024,740000,16,0,1
4,1.75,1700,6000,1.0,0,0,3,7,1700,0,98002,148900,47,0,0
2,2.5,1620,14467,2.0,0,0,3,7,1620,0,98074,475000,33,0,0
2,1.0,760,4000,1.0,0,0,3,7,760,0,98117,415000,70,0,0
3,1.0,1230,6000,1.0,0,0,4,7,1230,0,98002,229500,47,0,0
5,3.75,4960,13990,2.0,0,2,3,11,3760,1200,98006,1360000,13,0,1
4,2.5,2030,11375,1.0,0,0,3,7,1330,700,98028,385000,45,0,0
3,2.25,1830,11331,1.0,0,0,3,7,1250,580,98001,230000,50,0,0
2,1.0,970,2700,1.0,0,0,4,7,770,200,98115,425000,88,0,0
2,1.0,1000,4179,1.0,0,0,5,5,1000,0,98002,189900,100,0,0
2,1.0,750,6480,1.0,0,0,3,6,750,0,98106,238000,72,0,0
4,2.5,2620,16200,1.0,0,2,4,7,1570,1050,98033,968060,64,1,1
4,1.5,2220,9496,1.0,0,0,4,7,1490,730,98004,921000,60,0,1
5,1.75,3000,6000,1.0,0,0,5,7,1500,1500,98178,380000,56,0,0
1,1.0,1060,54846,1.0,1,4,3,5,1060,0,98070,285000,79,0,0
4,2.5,1980,5400,2.0,0,0,3,8,1980,0,98056,449000,16,0,0
4,1.0,1600,5500,1.5,0,0,4,7,1600,0,98117,625000,68,0,0
4,2.25,2000,9000,1.0,0,0,4,8,2000,0,98023,318989,36,0,0
3,1.5,1310,1266,2.0,0,0,3,8,1120,190,98116,445000,12,0,0
3,1.0,1120,8549,1.0,0,0,3,7,1120,0,98004,750000,63,0,1
3,2.5,3320,11875,1.0,0,0,5,10,3320,0,98034,959000,36,0,1
3,2.5,2370,9102,2.0,0,0,3,9,2370,0,98023,330000,24,0,0
2,1.5,830,1241,2.0,0,0,3,7,830,0,98119,425000,10,0,0
3,1.0,940,7913,1.0,0,0,3,6,940,0,98155,280000,66,0,0
4,2.5,2250,50155,2.0,0,0,3,8,2250,0,98045,476500,16,0,0
3,2.25,2020,3600,2.0,0,0,3,8,2020,0,98033,556000,16,0,0
4,5.25,5240,320917,2.0,0,2,3,10,5240,0,98024,1860000,8,0,1
4,3.5,4083,68377,2.0,0,0,3,10,4083,0,98001,637000,9,0,0
3,2.0,1450,6081,1.0,0,0,4,7,1450,0,98155,405000,45,0,0
5,1.0,1170,6757,1.0,0,0,4,6,800,370,98125,397000,70,0,0
4,2.75,3555,6565,2.0,0,0,3,9,3555,0,98053,895990,0,0,1
3,2.0,1610,14046,2.0,0,0,3,7,1610,0,98028,259000,81,1,0
2,1.0,960,112384,1.0,0,0,3,7,960,0,98028,420000,59,0,0
3,2.5,1680,2096,2.0,0,0,3,8,1380,300,98117,518000,6,0,0
3,1.75,1380,8182,1.0,0,0,5,7,1380,0,98133,425000,72,0,0
2,1.0,1040,13920,1.0,0,0,3,6,1040,0,98198,182500,41,0,0
3,1.5,1380,3031,1.5,0,0,4,7,1380,0,98117,549900,85,0,0
3,1.75,1850,16863,1.0,0,0,4,7,1280,570,98034,445000,34,0,0
2,1.75,1740,5400,1.0,0,0,4,7,990,750,98115,452000,68,0,0
5,1.75,1920,6500,1.0,0,0,3,7,1260,660,98112,715000,63,0,1
3,2.5,2010,5200,2.0,0,0,3,8,2010,0,98034,559000,25,0,0
5,6.25,8020,21738,2.0,0,0,3,11,8020,0,98006,3300000,13,0,1
4,1.75,1860,7350,1.0,0,0,4,7,1090,770,98031,250000,37,0,0
5,4.0,4390,6656,2.0,0,0,3,9,2930,1460,98199,1230000,6,0,1
4,2.25,2380,128937,1.0,0,0,4,7,2380,0,98038,276500,55,0,0
4,2.5,2880,7386,2.0,0,0,4,9,2880,0,98058,440000,27,0,0
6,2.25,2820,15600,1.5,0,2,5,7,1970,850,98166,543200,74,0,0
1,1.0,750,4000,1.0,0,0,3,6,750,0,98136,250000,96,0,0
4,2.5,1750,9000,1.0,0,0,3,8,1410,340,98052,625000,37,1,0
3,1.0,1540,3399,1.5,0,0,3,7,1200,340,98117,530100,88,0,0
2,1.75,1140,936,2.0,0,0,3,8,940,200,98105,549900,0,0,0
4,1.5,1560,6534,1.0,0,0,4,7,1560,0,98007,430000,53,0,0
3,2.5,2960,6856,2.0,0,0,3,10,2960,0,98074,835000,5,0,1
4,2.75,2140,13000,1.0,0,0,3,7,1320,820,98028,409500,46,0,0
4,2.5,1600,6765,1.0,0,0,3,7,830,770,98106,329000,67,1,0
4,2.75,2080,4000,1.5,0,0,3,8,2080,0,98107,940000,102,1,1
3,2.0,1560,3200,1.5,0,0,3,7,1560,0,98109,539950,104,1,0
4,2.5,2880,213444,1.0,0,0,5,8,2140,740,98092,579950,31,0,0
5,3.0,2510,4125,1.5,0,3,5,8,1590,920,98144,881000,89,0,1
3,1.0,960,5424,1.5,0,0,3,6,960,0,98115,362500,98,0,0
2,1.0,1120,35500,1.0,0,0,5,6,1120,0,98022,243950,54,0,0
4,2.75,3310,6166,2.0,0,0,3,9,3310,0,98065,658000,6,0,1
3,1.5,1080,9774,1.0,0,0,3,7,1080,0,98023,218250,46,0,0
4,2.5,2860,12394,2.0,0,0,3,10,2860,0,98075,655000,15,0,1
3,2.0,1490,7599,1.0,0,0,3,7,1490,0,98042,255000,25,0,0
3,1.0,1210,7175,1.0,0,0,3,7,1210,0,98106,215000,97,0,0
3,1.75,2240,5657,1.5,0,2,4,8,1910,330,98105,1270000,74,0,1
4,4.75,4575,24085,2.5,0,2,5,10,3905,670,98112,2920000,88,0,1
3,2.5,1600,5960,2.0,0,2,5,8,1600,0,98168,424305,105,0,0
4,1.75,2090,4300,1.5,0,0,4,7,1250,840,98136,494000,89,0,0
4,2.5,2260,3713,2.0,0,0,3,9,2260,0,98034,560000,11,0,0
3,1.0,1200,7000,2.0,0,0,1,7,1200,0,98116,130000,106,0,0
4,2.5,2480,176418,1.5,0,3,5,8,2480,0,98022,468000,88,0,0
5,3.0,2240,15435,1.0,0,1,5,7,1390,850,98155,480000,62,0,0
3,1.75,1550,4054,1.5,0,0,4,7,1550,0,98115,475000,88,0,0
4,1.75,2130,8151,1.0,0,0,4,7,1330,800,98031,285000,48,0,0
5,3.0,2870,5700,1.0,0,0,3,7,1950,920,98103,765000,50,0,1
2,1.0,1160,5750,1.0,0,0,4,6,1160,0,98065,208000,91,0,0
3,2.5,2430,5000,2.0,0,0,3,8,2430,0,98042,372000,13,0,0
2,1.0,900,5512,1.0,0,0,3,7,900,0,98115,470000,67,0,0
5,2.75,2830,8925,1.5,0,0,3,7,2830,0,98034,451000,47,0,0
4,1.75,1620,8132,1.0,0,0,3,8,1620,0,98052,442200,40,0,0
4,2.5,2510,8580,2.0,0,0,4,8,2510,0,98023,330000,23,1,0
3,1.75,1790,5120,1.0,0,0,4,6,940,850,98106,335000,65,0,0
3,2.0,1640,13249,1.0,0,0,3,7,1640,0,98032,280000,19,0,0
3,1.75,2240,6050,1.0,0,0,4,8,1250,990,98116,625000,64,0,0
3,2.5,1870,3584,2.0,0,0,3,8,1870,0,98058,345000,11,0,0
4,1.0,1500,11050,1.0,0,0,5,7,1500,0,98058,255950,50,0,0
4,1.0,1490,6000,1.5,0,0,3,7,1490,0,98136,570000,97,0,0
3,1.5,2230,8558,2.0,0,0,3,8,2230,0,98040,685000,55,0,1
3,1.75,1710,7210,1.0,0,0,4,7,1240,470,98031,273148,40,0,0
3,2.5,1620,7686,2.0,0,0,3,7,1620,0,98038,246500,25,0,0
5,2.5,2250,7176,1.0,0,0,3,7,1310,940,98055,349950,32,0,0
4,2.0,1700,2350,1.0,0,0,3,6,850,850,98117,545000,89,1,0
3,2.5,1502,1400,3.0,0,0,3,7,1502,0,98115,403000,10,0,0
4,2.5,1900,4054,2.0,0,0,3,7,1900,0,98042,299950,12,0,0
3,2.5,3320,12840,1.0,0,0,3,10,2600,720,98075,792000,25,0,1
5,2.5,1980,10205,1.0,0,0,4,7,1080,900,98115,418000,85,0,0
4,1.0,1670,8102,1.5,0,0,3,6,1670,0,98166,332500,71,0,0
3,2.5,2235,43560,1.0,0,0,5,7,990,1245,98010,337000,40,0,0
2,1.0,1070,7386,1.0,0,0,3,6,1070,0,98108,212000,66,0,0
2,2.25,1800,2819,2.0,0,2,4,9,1800,0,98008,542000,36,0,0
4,2.5,2980,8107,2.0,0,0,3,9,2980,0,98065,622500,14,0,0
3,1.75,1670,8511,1.0,0,0,3,7,1340,330,98001,260000,29,0,0
3,1.75,2620,38350,1.0,0,0,4,8,1320,1300,98027,525000,38,0,0
5,3.5,5470,35071,2.0,0,0,3,11,4590,880,98005,975000,38,0,1
4,1.75,3080,6500,1.0,0,0,4,9,1700,1380,98199,1140000,73,0,1
3,1.0,940,10360,1.0,0,0,4,7,940,0,98033,500000,51,0,0
5,2.25,1870,11411,1.0,0,0,4,8,1170,700,98155,554000,53,0,0
4,2.5,2070,4500,2.0,0,0,3,7,2070,0,98038,343000,10,0,0
2,1.75,950,15219,1.0,0,0,3,8,950,0,98028,515000,6,0,0
2,1.0,1290,6272,1.0,0,0,4,6,890,400,98115,492000,92,0,0
4,3.0,2570,8022,1.0,0,0,4,8,1370,1200,98052,655000,31,0,1
3,2.5,1600,6848,2.0,0,0,3,7,1600,0,98001,290000,15,0,0
4,1.5,2550,5055,2.0,0,0,4,10,2550,0,98112,952500,104,0,1
2,1.0,1010,7500,1.0,0,0,3,7,1010,0,98108,235000,73,0,0
3,1.5,1720,7110,1.0,0,0,3,8,1720,0,98106,323000,60,0,0
3,2.5,2200,1970,2.0,0,0,3,9,1610,590,98102,1050000,6,0,1
2,1.0,1400,9600,1.5,0,0,4,6,1400,0,98022,200000,74,0,0
3,2.25,1830,7500,1.0,0,0,4,7,1330,500,98155,419995,46,0,0
3,3.0,3110,9015,1.0,0,4,4,10,1590,1520,98033,1500000,35,0,1
3,2.5,1600,7829,2.0,0,0,3,7,1600,0,98034,455000,27,0,0
3,3.5,3600,37982,2.0,0,0,4,8,3600,0,98014,660000,19,0,1
3,1.0,1390,12823,1.0,0,0,4,7,1390,0,98077,319000,46,0,0
3,1.75,2092,250905,1.0,0,0,3,7,2092,0,98022,390000,33,0,0
3,1.5,1200,6240,1.0,0,0,3,8,1030,170,98112,718500,62,0,1
2,1.0,1090,3160,1.0,0,0,3,7,840,250,98109,474000,88,0,0
4,2.0,2140,6360,2.0,0,0,3,7,1840,300,98115,615750,69,0,0
3,2.5,2010,17362,2.0,0,0,3,8,2010,0,98033,551000,20,0,0
3,2.25,1500,7210,1.0,0,0,3,7,1150,350,98023,230000,31,0,0
4,2.5,3500,9198,2.0,0,0,3,9,3500,0,98053,790000,10,0,1
3,2.5,2660,1967,3.0,0,3,3,9,1870,790,98119,1230000,8,0,1
3,2.25,1440,6443,2.0,0,0,3,7,1440,0,98019,325000,19,0,0
4,2.75,2780,6207,2.0,0,0,3,8,2780,0,98053,705000,13,0,1
4,1.75,1580,8856,2.0,0,0,3,7,1580,0,98045,259000,35,0,0
3,1.5,1250,8700,1.0,0,0,4,7,1250,0,98168,306000,55,0,0
3,1.0,970,6828,1.0,0,0,3,6,970,0,98106,315000,86,0,0
3,1.0,1100,7650,1.0,0,0,3,7,1100,0,98133,392500,63,0,0
4,2.25,3240,12930,2.0,0,0,4,9,2730,510,98040,1070000,46,0,1
2,2.5,1290,1445,3.0,0,0,3,8,1290,0,98117,350500,15,0,0
4,3.5,3810,9792,2.0,0,0,3,9,3810,0,98146,825000,76,1,1
4,1.0,1500,6360,1.5,0,0,3,6,1500,0,98178,235000,70,0,0
3,2.0,2660,257875,1.0,0,2,4,8,1530,1130,98024,650000,39,0,1
4,3.0,2400,3340,1.0,0,0,4,7,1200,1200,98107,675000,50,0,1
4,1.0,1860,8505,1.0,0,0,4,7,1860,0,98055,265000,59,0,0
2,1.0,1450,7098,1.0,0,4,3,7,1450,0,98109,822500,90,0,1
3,2.75,2260,4000,2.0,0,0,4,8,1540,720,98109,705000,59,0,1
6,4.75,5540,7200,2.5,0,2,4,11,3950,1590,98119,2630000,105,0,1
2,1.5,1300,1676,1.0,0,2,3,7,1300,0,98122,685000,71,0,1
4,2.0,1610,5000,2.0,0,0,5,7,1610,0,98117,630000,68,0,0
4,3.25,3820,24166,2.0,0,1,4,11,3310,510,98040,1250000,24,0,1
4,2.5,1820,11325,1.0,0,0,3,8,1390,430,98166,359000,39,0,0
4,5.0,5820,13906,2.0,0,0,3,11,3750,2070,98042,784500,22,0,1
3,2.0,2470,8800,2.0,0,0,3,9,2470,0,98040,850000,53,1,1
3,2.5,3040,6054,2.0,0,0,3,9,3040,0,98042,410000,9,0,0
4,1.75,1120,8250,1.0,0,0,4,7,1120,0,98058,252000,48,0,0
5,1.75,1880,18295,1.0,0,0,4,7,1880,0,98005,618000,59,0,0
3,1.0,1070,4800,1.0,0,0,3,6,970,100,98126,265000,67,0,0
3,2.0,1560,8509,1.0,0,0,3,8,790,770,98034,465000,45,0,0
2,1.0,870,6552,1.0,0,0,3,6,870,0,98133,240000,68,0,0
3,1.0,1000,12000,1.0,0,0,3,7,1000,0,98023,217000,55,0,0
4,2.25,2520,4200,1.5,0,0,4,7,1510,1010,98144,415000,105,0,0
2,2.0,1700,7992,1.0,0,0,4,7,950,750,98023,274000,34,0,0
5,3.0,2150,6117,1.0,0,0,3,7,1370,780,98106,420000,12,0,0
4,2.75,1590,6000,1.5,0,0,4,8,1590,0,98112,1060000,90,0,1
4,5.25,4670,43950,2.0,0,0,3,12,4670,0,98006,1420000,25,0,1
3,2.0,1800,5000,1.0,0,0,4,7,1080,720,98115,618500,72,0,0
3,1.5,1670,10800,1.0,0,0,4,8,1670,0,98022,295000,59,0,0
3,2.0,1010,12252,1.0,0,0,3,8,1010,0,98074,400000,35,0,0
